Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references
130.0,Ħal Saflieni Hypogeum,Malta,Underground cemetery / subterranean 'labyrinth' / rock-cut chambers,Internal (DS/OUV),,"c. 4000 B.C. to 2500 B.C. (Żebbuġ, Ġgantija and Tarxien Phases)",Internal (DS/OUV),,Maltese Prehistory (Neolithic),Internal (DS/OUV),,,Internal (DS/OUV),,"Soft globigerina limestone, coralline limestone",Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,"Chert, flint, obsidian",Internal (DS/OUV),,"Globigerina limestone, coralline limestone",Internal (DS/OUV),,,,,,,,,,,Red ochre,Internal (DS/OUV),,Soft,,,Red ochre,,,Scooped out of the brow of a hill / hewn entirely out of the natural rock,Internal (DS/OUV),,Malta,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Subterranean levels of chambers, corbelled masonry imitation roofs, trilithon doorway imitations",Internal (DS/OUV),,Spiral and honeycomb painted designs in red ochre,Internal (DS/OUV),,"Rock-cut excavation using chert, flint, obsidian tools and antlers; corbelled masonry",Internal (DS/OUV),,"Fluctuating temperature and relative humidity levels, water infiltration, biological infestations",Internal (DS/OUV),,,,,Acquisition and dismantling of houses directly above the site; light level and visitor number controls,Internal (DS/OUV),,Excellent,,,Yes,
990.0,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",Italy,"Umbrian hill town, medieval city, basilicas, sanctuaries, fort, hermitage sites",Internal (DS/OUV),,"Ancient Roman origins, 13th century (medieval) through late 15th–18th centuries",Internal (DS/OUV),,"Umbrian-Roman, Medieval, Renaissance",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,Assisi type of stone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Mount Subasio slopes (local hill context),Internal (DS/OUV),,Italy,,,Local,,,,,,"Walls, foundations, vaults, basilicas, fort (Rocca Maggiore), sanctuaries",,,,,,Stone construction / terraced Roman town foundation,Internal (DS/OUV),,,,,,,,Restoration works carried out following earthquake damage (e.g. collapse of parts of the vaults in the Basilica of San Francesco),,,Excellent,,,Yes,
450.0,Sacred City of Kandy,Sri Lanka,"Palace, Temple, Monastery, Sanctuary, Capital",Internal (DS/OUV),,Sinhala kings period until 1815,,,Sinhala / Dinahala culture,Internal (DS/OUV),,,Internal (DS/OUV),,Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885.0,Historic Centre of Shakhrisyabz,Uzbekistan,Secular / Medieval / Temurid Architectural Ensemble,Internal (DS/OUV),,14th–16th Century (Apogee under Amir Temur & Temurids); Ak-Sarai Palace construction began 1380,Internal (DS/OUV),,Temurid Empire / Central Asian & Islamic,Internal (DS/OUV),,,Internal (DS/OUV),,"Marble, White Marble",,,Metamorphic Rock,,,,,,,,,Marble,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,"Gate foundations, Mausoleum/Tomb structures, City Walls, Cupola",Internal (DS/OUV),,"Façade facing (white marble), rich palace decoration",Internal (DS/OUV),,Traditional materials and techniques,Internal (DS/OUV),,Inroads of time; rising ground water level affecting physical integrity,,,,,,Care taken to ensure use of traditional materials and techniques,,,Good,,,Yes,
1625.0,Cordouan Lighthouse,France,"Renaissance, Mannerism, Neoclassicism (18th century addition), Monumental, Tower",Internal (DS/OUV),,"Turn of the 16th and 17th centuries (1584), remodelled/heightened late 18th century (1788–1789)",Internal (DS/OUV),,French (Kingdom of France),Internal (DS/OUV),,,Internal (DS/OUV),,Limestone (dressed blocks),Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,White,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Monumental tower, frustoconical tower, pilasters, columns, dome, light chamber, 8 levels (67m high)",Internal (DS/OUV),,"Pilasters, columns, sculptures, modillions, gargoyles, king's apartments, chapel",Internal (DS/OUV),,"Dressed blocks, stereotomy / stereometry",Internal (DS/OUV),,"Highly exposed and hostile/aggressive maritime environment (extreme meteorological conditions, hazards, ocean exposure)",Internal (DS/OUV),,,,,Heightened/strengthened in 1788–1789; regular technical adaptations and restorations in 19th & 20th centuries (addition of annular buildings),,,Good,,,Yes,
500.0,Historic Centre of Lima,Peru,"Hispano-American Baroque, Art Nouveau, Colonial, Republican, Traditional civil & religious architecture",Internal (DS/OUV),,16th Century to 20th Century A.D. (Viceroyalty to Modern period),Internal (DS/OUV),,Spanish Colonial / Pre-Hispanic influences,Internal (DS/OUV),,,Internal (DS/OUV),,"Adobe, Stone, Brick, Quincha (traditional mud & organic lattice)",Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"First-floor walls (Adobe & Brick), Bridge construction (Stone over Rímac River), Foundations",Internal (DS/OUV),,"Facades, Hallways, Patios, Closed (""box"") Balconies",Internal (DS/OUV),,"Hybrid Anti-Seismic Masonry: Adobe and brick on the ground floor, Quincha on upper floors",Internal (DS/OUV),,"Environmental pollution, vibrations from transportation, natural material degradation",Internal (DS/OUV),,,,,"Stabilization post-earthquakes (1586, 1687, 1746, 1940, 1966, 1970, 1974); Ongoing municipal plans (EMILIMA)",Internal (DS/OUV),,Moderate,,,Yes,
90.0,Abu Mena,Egypt,"Monastery, Pilgrimage Centre, Ecclesiastical Complex (Churches, Baptistery, Basilicas, Hostels/Rest Houses, Public Baths, Workshops)",Internal (DS/OUV),,4th to 7th centuries AD (A.D. 296 – 7th Century AD),Internal (DS/OUV),,Early Christian / Coptic,Internal (DS/OUV),,,Internal (DS/OUV),,"Limestone, Marble",Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashlar masonry for main buildings / wall construction,Internal (DS/OUV),,"Columns (made of Marble), Mosaics, fine lime plaster",Internal (DS/OUV),,Ashlar masonry set in lime mortar; Mud bricks covered with fine lime plaster for simpler buildings,Internal (DS/OUV),,"Risks from heavy rains, winds, humidity, fires, and rising underground water related to agricultural irrigation",Internal (DS/OUV),,,,,Ongoing periodic maintenance and active dewatering project to lower underground water table,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,
660.0,Buddhist Monuments in the Horyu-ji Area,Japan,Wooden architecture / Buddhist temple architecture,Internal (DS/OUV),,Late 7th century or early 8th century (Rebuilding commenced after 670 fire),Internal (DS/OUV),,Japanese / Adaptation of Chinese Buddhist culture via the Korean peninsula,Internal (DS/OUV),,,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670.0,Sacred Ensembles of the Hoysalas,India,Temple / Temple complexes,Internal (DS/OUV),,12th to 13th centuries (1117 CE onwards),Internal (DS/OUV),,Hoysala Dynasty / Kingdom,Internal (DS/OUV),,,Internal (DS/OUV),,Chloritic schist / Schist,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,,,,Soapstone,Internal (DS/OUV),,Chloritic Schist,Internal (DS/OUV),,,,,,,,,,,,,,Chlorite (inferred from chloritic schist),Internal (DS/OUV),,,,,,,,,,,,,,"Stellate sanctum, circumambulatory platform, adhisthana, walls, temples",Internal (DS/OUV),,"Sculptural gallery, multi-tiered friezes, hyper-real sculptures, stone carvings, Sala legend sculptures",Internal (DS/OUV),,"Stellate plan, horizontal friezes, fine stone carving",Internal (DS/OUV),,,,,,,,"Past alterations noted (loss of superstructures, loss of enclosure walls)",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,
1379.0,Margravial Opera House Bayreuth,Germany,Baroque theatre architecture / Court opera house,Internal (DS/OUV),,1745–1750,Internal (DS/OUV),,18th-century European / Princely Court (Margravine Wilhelmine of Brandenburg-Bayreuth),Internal (DS/OUV),,,Internal (DS/OUV),,Sandstone,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany (Inferable from site location),,,,,,,,,Sandstone façade (designed by Joseph Saint Pierre),Internal (DS/OUV),,,,,,,,,,,,,,Overall conservation and restoration plan approved by State Party; restoration program concluded,,,Good,,,Yes,
404.0,"Acropolis, Athens",Greece,"Classical Greek / Sanctuary & Monumental Complex (Parthenon, Erechtheion, Propylaea, Temple of Athena Nike)",Internal (DS/OUV),,5th Century BC (with earliest fortifications dating to 13th Century BC),Internal (DS/OUV),,Ancient Greek / Classical Athenian (Mycenaean origin),Internal (DS/OUV),,,Internal (DS/OUV),,White Marble,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,White,Internal (DS/OUV),,,,,,,,Mt. Penteli (Pentelikon),Internal (DS/OUV),,Greece,Internal (DS/OUV),,Pentelic Marble / Penteli Marble,,,,,,"Temples, Propylaea, Fortification Walls, Foundations, Altars",Internal (DS/OUV),,Sculptural and Architectural elements,Internal (DS/OUV),,Ancient classical masonry/building techniques,Internal (DS/OUV),,Eroded architectural elements,Internal (DS/OUV),,White marble quarried from Mt. Penteli,Internal (DS/OUV),,Integrated intervention program ongoing since 1975 following the principles of the Venice Charter,Internal (DS/OUV),,Excellent,,,Yes,
810.0,Historic City of Trogir,Croatia,"Hellenistic orthogonal plan, Romanesque churches, Gothic and Renaissance buildings/palaces, Baroque, Byzantine, Venetian fortifications, Fortress (Camerlengo), Cathedral, Basilica, Town Hall",Internal (DS/OUV),,"Hellenistic period (3rd century BC), Medieval period, 13th to 16th century (Cathedral built ~1200–late 16th century), 14th–15th century (Town Hall), Venetian period",Internal (DS/OUV),,"Greek colonists, Roman, Byzantine, Hungarian, Venetian",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,Local limestone,Internal (DS/OUV),,,,,,,,,,,Mellowed with a golden patina,Internal (DS/OUV),,,,,,,,,,,Croatia,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Walls, residential blocks, fortifications, cathedral, basilica, bell tower, foundations, town hall, palaces",Internal (DS/OUV),,"Sculpture, portals (south portal, main west portal by Master Radovan)",Internal (DS/OUV),,"Megalithic wall, Vaulting (main nave)",Internal (DS/OUV),,"Sea level rise, climate change, past heavy vehicle traffic, patina accumulation",Internal (DS/OUV),,Authentic materials (where replacement is necessary),Internal (DS/OUV),,Rejection of abrasive stone cleaning in favor of maintaining patina; authentic materials and traditional techniques employed,Internal (DS/OUV),,Good,,,Yes,
326.0,Petra,Jordan,"Architectural, Architecture, Building, Byzantine, Design, Facade, Monument, Monumental, Plan, Structure, Traditional (also Nabataean, Hellenistic, Roman, Graeco-Roman)",Internal (DS/OUV),,"Prehistoric times; first centuries BC to AD (Nabataean, Roman, Byzantine); Iron Age, Chalcolithic, Crusader/Medieval",Internal (DS/OUV),,"Nabataean, Roman, Byzantine, Hellenistic, Assyrian, Greek, Crusader",Internal (DS/OUV),,,Internal (DS/OUV),,"Red Sandstone, Sandstone",Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Sandstone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Local (rock-cut directly into surrounding cliffs and gorges),Internal (DS/OUV),,,,,"Half-built, half-carved rock-cut structures, tombs, temples, water channels, dams, cisterns, city walls, arches",Internal (DS/OUV),,"Monumental rock-cut facades, capitals, funerary stelae",Internal (DS/OUV),,Rock-cut / Ashlar Freestanding Masonry,Internal (DS/OUV),,"Ongoing erosion due to wind and rain, exacerbated by windblown sand and natural decay of the sandstone architecture",Internal (DS/OUV),,,,,Stabilization of freestanding monuments including Qasr al Bint temple and the vaulted structure supporting the Byzantine forecourt,Internal (DS/OUV),,Moderate,,,Yes,
321.0,Historic Mosque City of Bagerhat,Bangladesh,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601.0,"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims",France,"skipped
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983.0,"Historic Town of St George and Related Fortifications, Bermuda",United Kingdom of Great Britain and Northern Ireland,"Colonial, English military engineering, Garrison town",Internal (DS/OUV),,17th to 20th century (Settlement began August 1612),Internal (DS/OUV),,English / British Colonial,Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,Local limestone / Bermudian limestone,Internal (DS/OUV),,,,,,,,,,,White (due to whitewashing),,,,,,,,,,,,United Kingdom of Great Britain and Northern Ireland (Bermuda),Internal (DS/OUV),,Local materials / Local stone,Internal (DS/OUV),,,,,"Walls, roofs, foundations, fortification batteries, seawalls",Internal (DS/OUV),,,,,Early masonry construction / Cut soft stone blocks whitewashed for water catchment,Internal (DS/OUV),,"Storm damage, exposure to maritime environments, invasive plant species",Internal (DS/OUV),,,,,"Major restorations (Seawalls, roof, window restorations, structural repairs, graffiti removal)",Internal (DS/OUV),,Good,,,Yes,
1463.0,Aqueduct of Padre Tembleque Hydraulic System,Mexico,"Hydraulic system, arcaded aqueduct bridges, canals, distribution tanks, cisterns/reservoirs, springs",Internal (DS/OUV),,1555–1572 (16th Century),Internal (DS/OUV),,Spanish Franciscan / Mesoamerican (Mestizo),Internal (DS/OUV),,,Internal (DS/OUV),,"Adobe (earthen adobe brick formwork), Stone (enclosed in stone)",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local ( adaptation of local methods of adobe construction and regional materials),Internal (DS/OUV),,Maximum system extent of 48.22 km,Internal (DS/OUV),,Supporting structures / formwork using earthen adobes; arcaded aqueduct bridges; main and secondary canals,Internal (DS/OUV),,Glyphs illustrating symbols and cosmology incorporated in arcade structures,Internal (DS/OUV),,Roman masonry aqueduct tradition combined with Mesoamerican adobe construction and collective labor techniques,Internal (DS/OUV),,,,,,,,Ongoing repairs and maintenance undertaken by local communities using traditional construction techniques and materials,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,
1131.0,Royal Exhibition Building and Carlton Gardens,Australia,"Byzantine, Romanesque, Lombardic and Italian Renaissance",Internal (DS/OUV),,Designed for international exhibitions of 1880 and 1888 (constructed starting 1879),Internal (DS/OUV),,Victorian / Colonial Australia,Internal (DS/OUV),,,Internal (DS/OUV),,"Bluestone, Slate",Internal (DS/OUV),,Metamorphic Rock,,,,,,"Bluestone,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plinth, base of iron railings, slate roof, timber floors, external joinery and stonework",Internal (DS/OUV),,"Internal paintings/murals, parapet ornamentation",Internal (DS/OUV),,"Brick and timber, steel and slate construction",Internal (DS/OUV),,,,,Concrete (replaced original timber staircases early in the 20th century),Internal (DS/OUV),,"Dome, structure, external joinery and stonework, timber floors, scroll/parterre gardens, and reinstatement of missing parapet ornamentation",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,,
586.0,Rohtas Fort,Pakistan,"Muslim Military Architecture (Fortress / Garrison complex with bastions, monumental gateways, inner citadel, stepped wells, mosque, and haveli)",Internal (DS/OUV),,16th Century (Commenced in 1541 by Sher Shah Suri; continuous use until 1707 and reoccupied into the 18th/19th centuries),Internal (DS/OUV),,Suri Dynasty / Mughal Empire (incorporating artistic and architectural traditions from Turkey and the Indian Subcontinent),Internal (DS/OUV),,,,,Marble and Sandstone (Rock/geological material is explicitly mentioned),Internal (DS/OUV),,Metamorphic Rock,,,Sedimentary (Sandstone) & Metamorphic (Marble),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Massive defensive fortification walls, 68 bastions, 12 monumental gateways, inner citadel walls, stepped wells (baolis), and buildings (Shahi Masjid, Haveli Man Singh)",Internal (DS/OUV),,"High- and low-relief carvings, calligraphic inscriptions in marble and sandstone",Internal (DS/OUV),,Ashlar/coursed stone masonry with plaster decoration and glazed tiles,Internal (DS/OUV),,"Fortification wall collapsed in places; threatened by rainwater flooding, choking of original drainage system, and encroachment",Internal (DS/OUV),,,,,Minimal and discreet restoration avoiding modern materials; ongoing management under the Rohtas Fort Conservation Programme (initiated 2000),Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,
434.0,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",Oman,"Settlements, Necropolises (tombs), Monumental Towers, Fort, Irrigation Systems/Dams",Internal (DS/OUV),,"3rd Millennium BCE (Bronze Age: Hafit Period, Early & Late Umm an-Nar periods; Iron Age; Neolithic)",Internal (DS/OUV),,Early Bronze Age / Umm an-Nar & Hafit Cultures / Ancient Magan,Internal (DS/OUV),,,,,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,Flint (used in Neolithic mines/workshops),Internal (DS/OUV),,,,,"Dressed limestone blocks, Mud-brick (underneath earlier structures)",Internal (DS/OUV),,,,,,,,,,,Dressed / regularly cut stone blocks,Internal (DS/OUV),,,,,Local ancient Bronze Age quarries & stone-masonry workshops,Internal (DS/OUV),,Sultanate of Oman,Internal (DS/OUV),,Local,Internal (DS/OUV),,Immediate vicinity of settlements/workshops,Internal (DS/OUV),,"Circular outer walls of towers, beehive tombs, cairn tombs, foundations, terraces",Internal (DS/OUV),,,,,"Dry-stone masonry, dressed blocks laid carefully with simple mud mortar",Internal (DS/OUV),,"Damaged slightly by action of time, natural erosion, and weathering processes",Internal (DS/OUV),,,,,Planned restoration for the monumental tower Kasr al-Rojoom,Internal (DS/OUV),,Excellent,,,Yes,
904.0,Wooden Churches of Maramureş,Romania,"Narrow, high, timber constructions with characteristic tall, slim clock towers at the western end (single- or double-roofed, covered by shingles)",Internal (DS/OUV),,Different periods / 1999 (UNESCO Inscription Year),Internal (DS/OUV),,Vernacular expression of the cultural landscape of northern Romania,Internal (DS/OUV),,,Internal (DS/OUV),,Flint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Timber construction / Shingle roofing,Internal (DS/OUV),,,,,,,,,,,,,,,
1031.0,Historic Centre of Guimarães and Couros Zone,Portugal,"Portuguese architecture (medieval settlement evolving into a modern town with grand houses, monastic complexes, tanneries, workers' houses)",Internal (DS/OUV),,"10th century CE, 12th century, 15th to 19th centuries (specifically 950–1498, 1498–1693)",Internal (DS/OUV),,Portuguese,Internal (DS/OUV),,,,,Granite,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ground floor in granite with a half-timbered structure above,Internal (DS/OUV),,,,,Granite combined with a timber-framed / half-timbered structure,Internal (DS/OUV),,,,,,,,Rehabilitation strategy for the Couros Zone,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,
365.0,Khami Ruins National Monument,Zimbabwe,Complex series of platforms of dry-stone walled structures,Internal (DS/OUV),,1450 – 1650,Internal (DS/OUV),,Torwa dynasty (arose from the collapse of the Great Zimbabwe Kingdom),Internal (DS/OUV),,,Internal (DS/OUV),,Granite,Internal (DS/OUV),,Igneous Rock,,,,,,,,,Granite,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Local (Dry-stone building traditions surrounding the site area),Internal (DS/OUV),,,,,"Retaining walls/revetments, platforms, passage ways, perambulatory galleries, Chief's residence (Mambo), terraces, and a monumental granite cross",Internal (DS/OUV),,"Retaining walls/revetments, platforms, passage ways, perambulatory galleries, Chief's residence (Mambo), terraces, and a monumental granite cross",,,Dry-stone masonry / Anastylosis (for restoration),Internal (DS/OUV),,"Variations in temperature, rain-induced ground creepage (causing wall cracks, bulges, and collapses), ground water, natural erosion, encroaching vegetation",Internal (DS/OUV),,None used (restoration uses traditional methods/anastylosis with no new materials added),Internal (DS/OUV),,Anastylosis using traditional methods without adding new materials,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,
233.0,"Qutb Minar and its Monuments, Delhi",India,"Architectural, Masonry, Monument, Mughal, Islamic, Funerary, Religious",Internal (DS/OUV),,Early 13th century (1199–1503; major expansions in 1311),Internal (DS/OUV),,"Indo-Muslim / Islamic (Ghurid clans, Slave/Mamluk Dynasty, Khilji Dynasty, Mughal era influence)",Internal (DS/OUV),,,,,"Red Sandstone, Buff Sandstone",Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,Sandstone,Internal (DS/OUV),,,,,,,,"Red, Buff",Internal (DS/OUV),,Fluted (architectural surface/carved),,,,,,,,,,,,Reused materials from ~20 local Brahman temples,Internal (DS/OUV),,,,,"Masonry tower, arches, minarets, arcades, ceremonial gateway, tomb chamber",Internal (DS/OUV),,"Carved inscriptional bands, arabesque patterns, geometrical patterns, carved pillars, cladding",Internal (DS/OUV),,"Angular and rounded fluted masonry, ashlar masonry with carved bands",Internal (DS/OUV),,,,,,,,Periodically undertaken reversible repairs respecting original construction systems,Internal (DS/OUV),,Good,,,Yes,
149.0,Archaeological Park and Ruins of Quirigua,Guatemala,"Pyramids, terraces, staircases, dwellings, royal residence, administrative centre",Internal (DS/OUV),,200 AD – 900 AD (Monuments carved 426 AD – 810 AD; major 8th-century remodelling),Internal (DS/OUV),,Maya (Mayan),Internal (DS/OUV),,,Internal (DS/OUV),,Sandstone,Internal (DS/OUV),,Sedimentary Rock,,,Jade (mentioned in context of trade route control),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pyramids, terraces, staircases, plazas",,,"Monolithic stelae, carved altars, sculpted calendars, zoomorphic & anthropomorphic sculptures",Internal (DS/OUV),,"Carved in sandstone without the use of metal tools; high relief (""School of Motagua"" style)",Internal (DS/OUV),,"Damage caused by environmental factors, flooding (1998, 2010), and proximity to Motagua River and geological fault",Internal (DS/OUV),,,,,Minimal conservation interventions; new shelter facilities and designs developed for individual monument protection,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,
811.0,Old Town of Lijiang,China,skipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634.0,"Church of the Ascension, Kolomenskoye",Russian Federation,Tent-roofed church / Orthogonal one-pillar construction,Internal (DS/OUV),,Built in 1532,Internal (DS/OUV),,Russian Orthodox / Imperial Russia (16th Century),Internal (DS/OUV),,,,,Limestone / White-stone,Internal (DS/OUV),,Sedimentary Rock,,,,,,White-stone (beliy kamen),,,,,,,,,,,,White,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Substructure, octagonal base, stairs, ciborium (""royal pew""), and pillars/walls",Internal (DS/OUV),,"Carved capitals, portals, and floor paving",Internal (DS/OUV),,"Brickwork combined with white-stone carved features, cladding, and facing",Internal (DS/OUV),,Complete loss of original white-stone carved capitals and portals on the second tier; surface damage to brickwork,Internal (DS/OUV),,"New white-stone floors, stairs, and grounds; white limestone coatings for facades",Internal (DS/OUV),,"Major restorations occurred in the early 19th century, 1860s, early 20th century, 1980s, and 2003–2007",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,
277.0,Hatra,Iraq,"Fortified city, temples/shrines with Iwans (open halls with high barrel-vaulted roofs), temenos, inner & outer circular defensive walls, towers, strongholds, gates, and bridges.",Internal (DS/OUV),,1st century BC to mid-2nd century AD; Parthian empire era (ca. 200 BC–220 AD). Inscribed on UNESCO World Heritage list in 1985.,Internal (DS/OUV),,"Parthian Empire, Aramean, Arab Kingdom, Assyro-Babylonian with Hellenistic and Roman influences.",Internal (DS/OUV),,,Internal (DS/OUV),,"Gypsum, Stone",Internal (DS/OUV),,Sedimentary Rock,,,"Bitumen, Mudbrick, Brick",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Stone quarries near the site.,Internal (DS/OUV),,Iraq,Internal (DS/OUV),,Local (relied for building materials on stone quarries near the site).,Internal (DS/OUV),,,,,"Inner main wall (diameter ~2 km), strongholds, towers, barrel-vaulted roofs / Iwans, rectangular temenos wall, contiguous Iwans, bridges, and wells.",Internal (DS/OUV),,"Carved stone and gypsum, pilastered portico, carved stone statues, statuettes of gods/rulers, sculptured figures, and Aramaic inscriptions.",Internal (DS/OUV),,"Mudbrick, brick, bitumen and gypsum, stone and gypsum; barrel vaults; carved stone and chiselled stone masonry.",Internal (DS/OUV),,"Severe natural weathering, erosion, neglect, looting, and localized conflict-inflicted damage (2015–2017).",Internal (DS/OUV),,Stone cut and chiselled from the same local stone quarries by specialized archaeologists and Mosul stone chisellers.,Internal (DS/OUV),,Historical conservation/restoration of walls and temenos rooms; ongoing plans for archaeological conservation of natural/conflict erosion.,Internal (DS/OUV),,Good,,,Yes,
731.0,Hanseatic Town of Visby,Sweden,"Walled trading town, ramparts, warehouses, merchants' dwellings, castles, cathedrals, churches, guild houses, residences, towers, gates, moats, monasteries, vernacular wooden houses, hospital, school, prison.",Internal (DS/OUV),,"Viking Age (pre-12th century), 12th century, 13th century, 14th century, 18th century, and 19th century.",Internal (DS/OUV),,"Viking / Gotlandic, German (Hanseatic League), Danish, Russian.",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone ,Internal (DS/OUV),,Sedimentary Rock,,,,,,Gotlandic Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Quarries extracted from the surrounding dry moats, open spaces, and adjacent limestone quarries.",Internal (DS/OUV),,Sweden (Island of Gotland),Internal (DS/OUV),,Local,Internal (DS/OUV),,Local / Short distance (Quarried directly from the defensive network/moats surrounding the site and nearby quarries).,Internal (DS/OUV),,"Town defense walls, ramparts, towers, gates, foundations, warehouses, churches, cathedrals, and street paving (large limestone slabs).",Internal (DS/OUV),,,,,Stone masonry with Gotlandic lime plaster/mortars; horizontal plank timber construction (used for vernacular houses).,Internal (DS/OUV),,"Partial collapses over the years (e.g., collapse of a section of the town wall in 2012); decay of abandoned church ruins after the Reformation (1530s).",Internal (DS/OUV),,,,,Restoration of the town wall following the 2012 collapse; ongoing traditional lime production and craftsmanship for mortar/plaster preservation.,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,
