Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
857,"La Grand-Place, Brussels",Belgium,"Eclectic blending of Gothic, Renaissance, and Baroque styles; nan",Internal (DS/OUV),,Earliest reference 12th century; major rebuilding late 17th century (post-1695 bombardment); restorations in 19th century,Internal (DS/OUV),,Western European / Brabant (Mercantile Northern Europe),Internal (DS/OUV),,,Internal (DS/OUV),,"Euville Stone, Calcareous Sandstone, Sandstone",Internal (DS/OUV),,Sedimentary Rock,,,Gobertange calcareous sandstone (Bruxellian),Internal (DS/OUV),,Gobertange stone / Bruxellian,Internal (DS/OUV),,"Calcareous sandstone, limestone",Internal (DS/OUV),,,,,,,,,,,,,,,,,Gobertange / Euville,Internal (DS/OUV),,Belgium (Gobertange) / France (Euville),Internal (DS/OUV),,Both (Local Gobertange sandstone & imported/regional Euville stone),Internal (DS/OUV),,,,,"Stone façades, foundations, paved square",Internal (DS/OUV),,"Sculpted ornaments, gables, pinnacles, statues",Internal (DS/OUV),,"Ashlar stone masonry, historicist restoration / reproduction",Internal (DS/OUV),,Erosion and atmospheric pollution,Internal (DS/OUV),,Gobertange calcareous sandstone and Euville stone used during 19th-century restorations,Internal (DS/OUV),,Major historicist restoration campaigns in late 19th century and ongoing regional heritage interventions,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
292,Cologne Cathedral,Germany,"Gothic, High Gothic, Romanesque; nan",Internal (DS/OUV),,"Begun in 1248, completed in 1880 (with western section/nave/transept begun in 1330)",Internal (DS/OUV),,European Christianity,Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,Black (referring to the high altar limestone slab),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,High altar slab (monolithic slab),Internal (DS/OUV),,Liturgical appointments / High altar slab,Internal (DS/OUV),,Medieval forms and techniques,Internal (DS/OUV),,,,,,,,"Maintenance, conservation, and restoration in the medieval tradition by Cathedral Workshop",,,Good,,,Yes,,,,Tier 9: Unflagged,
1052,Tugendhat Villa in Brno,Czechia,skipped; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier 9: Unflagged,
91,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura","Holy See,Italy",Skipped; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier 9: Unflagged,
524,Buddhist Monuments at Sanchi,India,skipped; No stone mentioned!; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier 9: Unflagged,
400,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",Hungary,"Eclectic, Gothic, Neo-Gothic, Renaissance, Neo-Renaissance, Baroque, Art Nouveau; nan",Internal (DS/OUV),,"Roman era (Aquincum), Medieval (13th century / 1241–1242, King Bela IV), 14th century, 18th century, 19th century (1849, 1862, 1872–1885), 20th century (1893–1896, 1960–1980)",Internal (DS/OUV),,"Roman (Aquincum), Hungarian Monarchy, Austro-Hungarian Empire, Ottoman/Turkish Occupation period",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Castle/Spur foundations, Bridges, Embankments, Underground Railway, Fortifications (Citadel), Retaining Structures",Internal (DS/OUV),,"Decorative facade elements, Street furniture, Monuments, Architectural embellishments",Internal (DS/OUV),,,,,"Deterioration of limestone structures, Humidity affecting wooden roof structures, Metal structure corrosion, Air pollution, Climate change impacts (extreme water levels of the Danube)",Internal (DS/OUV),,,,,Partial reconstruction and restoration of the Buda Castle Quarter (1960–1980); authentic renovation of three Danube bridges; ongoing maintenance,,,Excellent,,,Yes,,,,Tier 9: Unflagged,
1376,Historic Bridgetown and its Garrison,Barbados,skipped; Site with no information; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier 9: Unflagged,
942,The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,Greece,"skipped, but promising; nan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier 9: Unflagged,
545,"Kremlin and Red Square, Moscow",Russian Federation,skipped; bp,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,bp,bp,Tier 8: Moderate Probability Stone Fabric (Possible),
1005,Major Town Houses of the Architect Victor Horta (Brussels),Belgium,skipped; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier 9: Unflagged,
707,"Historic Ensemble of the Potala Palace, Lhasa",China,skipped; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier 9: Unflagged,
392,Temple of Apollo Epicurius at Bassae,Greece,Columned Temple / Sanctuary; nan,Internal (DS/OUV),,Second half of the 5th century BC (420–400 BC),Internal (DS/OUV),,Ancient Greek / Classical Greek Civilization,Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,Local limestone,Internal (DS/OUV),,,,,,,,,,,Grey (Arcadian mountain limestone),Internal (DS/OUV),,,,,,,,Local quarries (surrounding Arkadian mountains),Internal (DS/OUV),,Greece,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Colonnade (Doric outer columns), Cella, Adyton, Columns (Ionic and Corinthian)",Internal (DS/OUV),,"Sculptured frieze, Corinthian capital",Internal (DS/OUV),,Classical Greek dry masonry (Archaic/Doric blend),Internal (DS/OUV),,"Deterioration from extreme weather, temperature variations, strong wind, water, and seismic activity",Internal (DS/OUV),,Local limestone (matching the original material used in the monument),Internal (DS/OUV),,"Systemic restoration ongoing since 2001; installation of a protective shelter, anti-seismic netting, and drainage system",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
540,Historic Centre of Saint Petersburg and Related Groups of Monuments,Russian Federation,"Baroque, Pure Neoclassical, Architectural; nan",Internal (DS/OUV),,18th Century (Begun in 1703 under Peter the Great; continuous major development through the 18th and 19th centuries),Internal (DS/OUV),,Russian / Russian-European,Internal (DS/OUV),,,Internal (DS/OUV),,Marble,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,Peat (Mentioned in geological/terrain context as peat bogs),,,,,,"Marble, Peat",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Architectural styles in stone and marble for capital structures, fortresses, bases, palaces",Internal (DS/OUV),,"Palaces (Winter Palace, Marble Palace), convents, imperial residences, monuments",Internal (DS/OUV),,Built using authentic techniques and historical restoration materials,Internal (DS/OUV),,"Impacts of traffic, air pollution, and relative humidity",Internal (DS/OUV),,,,,High quality of restoration and reconstruction efforts accomplished on the basis of historical documents using authentic techniques and materials,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
1570,"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",India,"Main Shiva temple in a walled temple complex with smaller temples and Mandapa structures; Kakatiyan style featuring sandbox foundations and light-weight porous ""floating bricks""; nan",Internal (DS/OUV),,Kakatiya Period (1123–1323 CE); temple construction began in 1213 CE and continued for ~40 years under rulers Rudradeva and Recharla Rudra,Internal (DS/OUV),,Kakatiya Dynasty,Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,"Sandstone
",Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,"Granite, Dolerite, Light-weight porous bricks (""floating bricks"") and sand (used in sandbox foundation)",Internal (DS/OUV),,,,,"Fine-grained, hard dolerite (chiseled to metallic polish); Sandstone; Granite",Internal (DS/OUV),,,,,,,,,,,Hard dolerite with a fine lustre / metallic finish; porous lightweight bricks,Internal (DS/OUV),,,,,,,,India,Internal (DS/OUV),,Local (Erected using five types of local materials),Internal (DS/OUV),,,,,"Sandstone: Main temple structure and walls


Granite: Columns and beams


Sand: Sandbox foundation


Porous Clay Bricks: Lightweight pyramidal Vimana (horizontally stepped tower)",Internal (DS/OUV),,"Dolerite: Carved bracket figures, sculptures, and detailed relief carvings with intact lustre",Internal (DS/OUV),,Sandbox foundation technology; mortise-and-tenon or interlocking stone joinery; anastylosis (planned/applied for Kameshwara temple),Internal (DS/OUV),,,,,Remanufactured lightweight floating bricks (reconstructed after studies to match 13th-century techniques),Internal (DS/OUV),,Well-preserved; highly intact visual and structural integrity; protected from natural disasters due to innovative earthquake-resistant construction techniques,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
313,Historic Centre of Cordoba,Spain,skipped; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier 9: Unflagged,
822,Historic Centre (Old Town) of Tallinn,Estonia,"Medieval northern European trading city, public and burgher buildings, churches, fortifications, domestic merchant architecture; nan",Internal (DS/OUV),,13th to 16th centuries (with 17th–20th century additions),Internal (DS/OUV),,"Teutonic Order, Hanseatic League",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone (explicitly mentioned forming the high hill of Toompea),Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (Upper town constructed on local limestone hill),Internal (DS/OUV),,,,,"Castle, Cathedral, Town Wall, Fortifications, Urban Foundation",,,,,,,,,Fire and war ravages (historical structural risks),Internal (DS/OUV),,,,,"Historical residential refurbishment, maintenance of wooden quarters",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
890,Historic Centre of the Town of Diamantina,Brazil,"Baroque architecture, Portuguese-inspired architectural patterns, wood architecture, semi-detached houses (1 or 2 floors), churches with single towers; nan",Internal (DS/OUV),,18th and 19th century,Internal (DS/OUV),,Portuguese explorers / colonial prospectors & Portuguese Crown in an American context,Internal (DS/OUV),,,Internal (DS/OUV),,Flagstone,Internal (DS/OUV),,,,,Diamond,,,,,,,,,,,,Cristais Mountains,Internal (DS/OUV),,"Grey (flagstone paving), white ground with bright colours (semi-detached houses)",Internal (DS/OUV),,,,,,,,,,,,,,Local (rocky mountains/hillsides surrounding the city),Internal (DS/OUV),,,,,"Wood (Baroque architecture, semi-detached houses), Church foundations and towers",Internal (DS/OUV),,"Geometric facades, detailed wood architecture",Internal (DS/OUV),,"Flagstone paving (streets), continuous scaled structures on uneven terrain",Internal (DS/OUV),,,,,,,,Recovery of essential public and private historical landmark spaces and buildings via the Monumenta Program,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
910,Brimstone Hill Fortress National Park,Saint Kitts and Nevis,Military architecture / Fortress / Citadel (Polygonal System); nan,Internal (DS/OUV),,"17th and 18th centuries (Evolved starting in 1690, Citadel completed end of 1700s, served until 1853)",Internal (DS/OUV),,British (built by African slave labour) / European colonial,Internal (DS/OUV),,,Internal (DS/OUV),,"Basalt, Limestone",Internal (DS/OUV),,Igneous Rock,,,,,,,,,"Basalt, Limestone",,,,,,,,,,,,,,,,,,Quarries on the middle and lower slopes of the hill,Internal (DS/OUV),,Saint Kitts and Nevis (Island of St. Christopher / St. Kitts),Internal (DS/OUV),,Local,,,,,,"Dressed stone (basalt) blocks with a rubble core used for principal structures (bastions, barracks, retaining walls, Citadel)",Internal (DS/OUV),,Local limestone used as a decorative element for quoins and for facing round doorways and embrasures,Internal (DS/OUV),,Dressed stone blocks with a rubble core; traditional working techniques; mortars prepared with Portland cement mixed with lime,Internal (DS/OUV),,"Rock falls, land slippage, and heavy rainfall impact",Internal (DS/OUV),,New stone worked according to traditional techniques,Internal (DS/OUV),,"Stabilization, restoration, and reconstruction projects (e.g., discrete use of modern materials like Portland cement mixed with lime in recommended proportions, timber reconstructions)",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
787,The <I>Trulli</I> of Alberobello,Italy,Traditional vernacular dry-stone dwellings/huts (trulli) with corbelled conical roofs; historic urban landscape; nan,Internal (DS/OUV),,"Prehistoric building technique; existing structures date as early as mid-14th century, expanding significantly in 1620 until the late 18th century",Internal (DS/OUV),,Mediterranean / Italian (Puglia / Itria Valley agricultural community),Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,Chianche or Chiancarelle (corbelled limestone slabs used for roofs),Internal (DS/OUV),,"Roughly worked limestone boulders, limestone bedrock, and corbelled limestone slabs (chianche)",Internal (DS/OUV),,,,,,,,White / Whitewashed (lime whitewash),Internal (DS/OUV),,,,,,,,Excavated on-site (sub-floor cisterns) and collected from neighbouring fields and nearby rock outcrops,Internal (DS/OUV),,Italy,Internal (DS/OUV),,Local,Internal (DS/OUV),,On-site to immediate neighbouring fields / local region,Internal (DS/OUV),,Dry-stone double-skinned walls built directly onto limestone bedrock with a rubble core; corbelled conical double-skinned roofs (chianche slabs),Internal (DS/OUV),,Decorative pinnacles terminating the conical roofs; mythological/religious symbols drawn in white ash,Internal (DS/OUV),,Dry-wall / dry-stone construction (mortarless / without cement or mortar); corbelled stone roof construction,Internal (DS/OUV),,,,,,,,Lime whitewash (traditional material); conservative restoration regulated by local Recovery Plans and the Handbook of Trulli Restoration,,,Moderate,,,Yes,,,,Tier 9: Unflagged,
426,Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,United Kingdom of Great Britain and Northern Ireland,skipped; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier 9: Unflagged,
344,Pont du Gard (Roman Aqueduct),France,Aqueduct / Aqueduct bridge; nan,Internal (DS/OUV),,Middle of the 1st century AD (shortly before the Christian era / early Imperial era),Internal (DS/OUV),,Ancient Roman,Internal (DS/OUV),,,Internal (DS/OUV),,"Large stone blocks (lower two levels), small stone rubble, abutting flagstones (upper canal)",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Three-storey aqueduct bridge (arches, piers, voussoirs, piers with protective lips) carrying a water conduit",Internal (DS/OUV),,,,,"Large stone blocks assembled on lower levels; small rubble with flagstones at upper level; dry assembly with stonecutters' and quarrymen's marks, engraved positioning codes, and juxtaposed rollers of voussoirs",Internal (DS/OUV),,"Loss of stones, disappearance of 12 arches upstream during the Middle Ages, and spoliation/cutting into piers for road usage",Internal (DS/OUV),,,,,"Repair of piers (1699–1702), construction of corbels, attachment of Pitot road bridge (1746), and continuous restoration campaigns since the end of the 17th century",Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
130,Ħal Saflieni Hypogeum,Malta,Underground cemetery / subterranean 'labyrinth' / rock-cut chambers; nan,Internal (DS/OUV),,"c. 4000 B.C. to 2500 B.C. (Żebbuġ, Ġgantija and Tarxien Phases)",Internal (DS/OUV),,Maltese Prehistory (Neolithic),Internal (DS/OUV),,,Internal (DS/OUV),,"Soft globigerina limestone, coralline limestone",Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,"Chert, flint, obsidian",Internal (DS/OUV),,"Globigerina limestone, coralline limestone",Internal (DS/OUV),,,,,,,,,,,Red ochre,Internal (DS/OUV),,Soft,,,Red ochre,,,Scooped out of the brow of a hill / hewn entirely out of the natural rock,Internal (DS/OUV),,Malta,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Subterranean levels of chambers, corbelled masonry imitation roofs, trilithon doorway imitations",Internal (DS/OUV),,Spiral and honeycomb painted designs in red ochre,Internal (DS/OUV),,"Rock-cut excavation using chert, flint, obsidian tools and antlers; corbelled masonry",Internal (DS/OUV),,"Fluctuating temperature and relative humidity levels, water infiltration, biological infestations",Internal (DS/OUV),,,,,Acquisition and dismantling of houses directly above the site; light level and visitor number controls,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
990,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",Italy,"Umbrian hill town, medieval city, basilicas, sanctuaries, fort, hermitage sites; nan",Internal (DS/OUV),,"Ancient Roman origins, 13th century (medieval) through late 15th–18th centuries",Internal (DS/OUV),,"Umbrian-Roman, Medieval, Renaissance",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,Assisi type of stone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Mount Subasio slopes (local hill context),Internal (DS/OUV),,Italy,,,Local,,,,,,"Walls, foundations, vaults, basilicas, fort (Rocca Maggiore), sanctuaries",,,,,,Stone construction / terraced Roman town foundation,Internal (DS/OUV),,,,,,,,Restoration works carried out following earthquake damage (e.g. collapse of parts of the vaults in the Basilica of San Francesco),,,Excellent,,,Yes,,,,Tier 9: Unflagged,
1625,Cordouan Lighthouse,France,"Renaissance, Mannerism, Neoclassicism (18th century addition), Monumental, Tower; nan",Internal (DS/OUV),,"Turn of the 16th and 17th centuries (1584), remodelled/heightened late 18th century (1788–1789)",Internal (DS/OUV),,French (Kingdom of France),Internal (DS/OUV),,,Internal (DS/OUV),,Limestone (dressed blocks),Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,White,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Monumental tower, frustoconical tower, pilasters, columns, dome, light chamber, 8 levels (67m high)",Internal (DS/OUV),,"Pilasters, columns, sculptures, modillions, gargoyles, king's apartments, chapel",Internal (DS/OUV),,"Dressed blocks, stereotomy / stereometry",Internal (DS/OUV),,"Highly exposed and hostile/aggressive maritime environment (extreme meteorological conditions, hazards, ocean exposure)",Internal (DS/OUV),,,,,Heightened/strengthened in 1788–1789; regular technical adaptations and restorations in 19th & 20th centuries (addition of annular buildings),,,Good,,,Yes,,,,Tier 9: Unflagged,
90,Abu Mena,Egypt,"Monastery, Pilgrimage Centre, Ecclesiastical Complex (Churches, Baptistery, Basilicas, Hostels/Rest Houses, Public Baths, Workshops); nan",Internal (DS/OUV),,4th to 7th centuries AD (A.D. 296 – 7th Century AD),Internal (DS/OUV),,Early Christian / Coptic,Internal (DS/OUV),,,Internal (DS/OUV),,"Limestone, Marble",Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashlar masonry for main buildings / wall construction,Internal (DS/OUV),,"Columns (made of Marble), Mosaics, fine lime plaster",Internal (DS/OUV),,Ashlar masonry set in lime mortar; Mud bricks covered with fine lime plaster for simpler buildings,Internal (DS/OUV),,"Risks from heavy rains, winds, humidity, fires, and rising underground water related to agricultural irrigation",Internal (DS/OUV),,,,,Ongoing periodic maintenance and active dewatering project to lower underground water table,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
660,Buddhist Monuments in the Horyu-ji Area,Japan,Wooden architecture / Buddhist temple architecture; nan,Internal (DS/OUV),,Late 7th century or early 8th century (Rebuilding commenced after 670 fire),Internal (DS/OUV),,Japanese / Adaptation of Chinese Buddhist culture via the Korean peninsula,Internal (DS/OUV),,,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier 9: Unflagged,
1670,Sacred Ensembles of the Hoysalas,India,Temple / Temple complexes; nan,Internal (DS/OUV),,12th to 13th centuries (1117 CE onwards),Internal (DS/OUV),,Hoysala Dynasty / Kingdom,Internal (DS/OUV),,,Internal (DS/OUV),,Chloritic schist / Schist,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,,,,Soapstone,Internal (DS/OUV),,Chloritic Schist,Internal (DS/OUV),,,,,,,,,,,,,,Chlorite (inferred from chloritic schist),Internal (DS/OUV),,,,,,,,,,,,,,"Stellate sanctum, circumambulatory platform, adhisthana, walls, temples",Internal (DS/OUV),,"Sculptural gallery, multi-tiered friezes, hyper-real sculptures, stone carvings, Sala legend sculptures",Internal (DS/OUV),,"Stellate plan, horizontal friezes, fine stone carving",Internal (DS/OUV),,,,,,,,"Past alterations noted (loss of superstructures, loss of enclosure walls)",Internal (DS/OUV),,Good,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
1379,Margravial Opera House Bayreuth,Germany,Baroque theatre architecture / Court opera house; nan,Internal (DS/OUV),,1745–1750,Internal (DS/OUV),,18th-century European / Princely Court (Margravine Wilhelmine of Brandenburg-Bayreuth),Internal (DS/OUV),,,Internal (DS/OUV),,Sandstone,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany (Inferable from site location),,,,,,,,,Sandstone façade (designed by Joseph Saint Pierre),Internal (DS/OUV),,,,,,,,,,,,,,Overall conservation and restoration plan approved by State Party; restoration program concluded,,,Good,,,Yes,,,,Tier 9: Unflagged,
404,"Acropolis, Athens",Greece,"Classical Greek / Sanctuary & Monumental Complex (Parthenon, Erechtheion, Propylaea, Temple of Athena Nike); nan",Internal (DS/OUV),,5th Century BC (with earliest fortifications dating to 13th Century BC),Internal (DS/OUV),,Ancient Greek / Classical Athenian (Mycenaean origin),Internal (DS/OUV),,,Internal (DS/OUV),,White Marble,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,White,Internal (DS/OUV),,,,,,,,Mt. Penteli (Pentelikon),Internal (DS/OUV),,Greece,Internal (DS/OUV),,Pentelic Marble / Penteli Marble,,,,,,"Temples, Propylaea, Fortification Walls, Foundations, Altars",Internal (DS/OUV),,Sculptural and Architectural elements,Internal (DS/OUV),,Ancient classical masonry/building techniques,Internal (DS/OUV),,Eroded architectural elements,Internal (DS/OUV),,White marble quarried from Mt. Penteli,Internal (DS/OUV),,Integrated intervention program ongoing since 1975 following the principles of the Venice Charter,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
810,Historic City of Trogir,Croatia,"Hellenistic orthogonal plan, Romanesque churches, Gothic and Renaissance buildings/palaces, Baroque, Byzantine, Venetian fortifications, Fortress (Camerlengo), Cathedral, Basilica, Town Hall; nan",Internal (DS/OUV),,"Hellenistic period (3rd century BC), Medieval period, 13th to 16th century (Cathedral built ~1200–late 16th century), 14th–15th century (Town Hall), Venetian period",Internal (DS/OUV),,"Greek colonists, Roman, Byzantine, Hungarian, Venetian",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone,Internal (DS/OUV),,Sedimentary Rock,,,,,,Local limestone,Internal (DS/OUV),,,,,,,,,,,Mellowed with a golden patina,Internal (DS/OUV),,,,,,,,,,,Croatia,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Walls, residential blocks, fortifications, cathedral, basilica, bell tower, foundations, town hall, palaces",Internal (DS/OUV),,"Sculpture, portals (south portal, main west portal by Master Radovan)",Internal (DS/OUV),,"Megalithic wall, Vaulting (main nave)",Internal (DS/OUV),,"Sea level rise, climate change, past heavy vehicle traffic, patina accumulation",Internal (DS/OUV),,Authentic materials (where replacement is necessary),Internal (DS/OUV),,Rejection of abrasive stone cleaning in favor of maintaining patina; authentic materials and traditional techniques employed,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
326,Petra,Jordan,"Architectural, Architecture, Building, Byzantine, Design, Facade, Monument, Monumental, Plan, Structure, Traditional (also Nabataean, Hellenistic, Roman, Graeco-Roman); nan",Internal (DS/OUV),,"Prehistoric times; first centuries BC to AD (Nabataean, Roman, Byzantine); Iron Age, Chalcolithic, Crusader/Medieval",Internal (DS/OUV),,"Nabataean, Roman, Byzantine, Hellenistic, Assyrian, Greek, Crusader",Internal (DS/OUV),,,Internal (DS/OUV),,"Red Sandstone, Sandstone",Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Sandstone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Local (rock-cut directly into surrounding cliffs and gorges),Internal (DS/OUV),,,,,"Half-built, half-carved rock-cut structures, tombs, temples, water channels, dams, cisterns, city walls, arches",Internal (DS/OUV),,"Monumental rock-cut facades, capitals, funerary stelae",Internal (DS/OUV),,Rock-cut / Ashlar Freestanding Masonry,Internal (DS/OUV),,"Ongoing erosion due to wind and rain, exacerbated by windblown sand and natural decay of the sandstone architecture",Internal (DS/OUV),,,,,Stabilization of freestanding monuments including Qasr al Bint temple and the vaulted structure supporting the Byzantine forecourt,Internal (DS/OUV),,Moderate,,,Yes,,,,Tier 9: Unflagged,
601,"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims",France,skipped; nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tier 9: Unflagged,
