Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
352,Rock Art of Alta,Norway,cave art; nan,Internal (DS/OUV),,c. 5000 B.C. to c. A.D. 0 (Year 0) / c. 4200 to 500 B.C.,Internal (DS/OUV),,Prehistoric Hunter-Gatherers / Circumpolar Prehistoric Societies,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,"Sandstone,",Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,"Red Slate, Slate; Quartz-rich Sandstone, Red Ochre Clay (pigment)",Internal (DS/OUV),,,,,"Quartz-rich Sandstone, Slates",Internal (DS/OUV),,,,,Post-glacial raised shoreline / Bedrock panels,Internal (DS/OUV),,Red (Slate & Ochre pigment),Internal (DS/OUV),,"Very hard, fine-grained",Internal (DS/OUV),,Quartz,Internal (DS/OUV),,In situ bedrock (No quarrying; carved directly into bedrock panels and loose boulders),Internal (DS/OUV),,Norway,Internal (DS/OUV),,Local (In situ bedrock),Internal (DS/OUV),,,,,Substrate / Canvas (Petroglyphs and rock paintings inscribed onto rock faces/slabs),Internal (DS/OUV),,"Engravings, Chiselled petroglyphs, Painted rock art",Internal (DS/OUV),,Chiselling / Hammering / Painting with red ochre clay and animal fat,Internal (DS/OUV),,"Natural erosion, vegetation, frost weathering, cracking, lichen growth",Internal (DS/OUV),,,,,Lichen removal/cleaning techniques; Red paint repainting on carved tracks for visitor visibility,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1021,Tsodilo,Botswana,"Monument, Plan, Traditional; Rock Art; cave paintings; nan",Internal (DS/OUV),,"Over 100,000 years (spanning from the Stone Age to the 19th century)",,,Hambukushu and San communities,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,quartzite,,,Metamorphic Rock,,,,,,,,,,,,,,,Massive quartzite rock formations rising from ancient sand dunes,Internal (DS/OUV),,,,,,,,,,,,,,,,,Local (Natural outcrops of the Kalahari Desert),Internal (DS/OUV),,,,,Natural rock shelters and caves providing habitation/shelter,Internal (DS/OUV),,"Canvas/substrate for over 4,500 rock paintings",Internal (DS/OUV),,,,,High degree of resistance to erosion due to quartzitic rock,Internal (DS/OUV),,,,,Limited to preventive strategies without altering the art and its substrate,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
449,Peking Man Site at Zhoukoudian,China,Natural limestone caves; nan,Internal (DS/OUV),,Middle Pleistocene to Palaeolithic,Internal (DS/OUV),,Prehistoric human societies / Early humans,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Limestone,Internal (DS/OUV),,,,,,,,,,,,,,Middle Pleistocene (Era of hominid habitation),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Local (""natural limestone caves in this area"")",Internal (DS/OUV),,,,,Natural caves used as a survival environment,Internal (DS/OUV),,,,,,,,,,,,,,,,,Excellent,,,Yes,,,,Tier 9: Unflagged,
1527,Caves and Ice Age Art in the Swabian Jura,Germany,Caves (natural structures used as dwellings/sites); nan,Internal (DS/OUV),,"43,000 to 33,000 years ago (Aurignacian layers)",Internal (DS/OUV),,First modern humans in Europe / Neanderthals,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural cliffs and caves (protecting archaeological deposits),Internal (DS/OUV),,,,,,,,,,,,,,,,,Good,,,No,,,,Tier 9: Unflagged,
714,Rock Paintings of the Sierra de San Francisco,Mexico,skipped; bvhp,,,,,,,,,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,bvhp,bvhp,Tier 6: High Probability Ashlar / Urban Core (1-v Very High),
476,Chongoni Rock-Art Area,Malawi,Rock art shelters / Rock overhangs; nan,Internal (DS/OUV),,Late Stone Age to 20th century,Internal (DS/OUV),,"BaTwa hunter-gatherers, Chewa agriculturalists, Ngoni",Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Granite,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protective setting (Topography of rock overhangs),Internal (DS/OUV),,Surface/canvas for rock paintings,Internal (DS/OUV),,,,,"Natural weathering processes, water ingress",Internal (DS/OUV),,,,,,,,Excellent,,,Yes,,,,Tier 9: Unflagged,
915,Fossil Hominid Sites of South Africa,South Africa,"Paleontological site; Plan, Structure, Pinnacle, Caves, Rocky Outcrops; nan",Internal (DS/OUV),,4.5 million to 1 million years ago (Hominid occupation era),Internal (DS/OUV),,"Early hominids (Australopithecus africanus, Paranthropus)",Internal (DS/OUV),,,Internal (DS/OUV),,"Breccia, Dolomitic Limestone, Limestone",Internal (DS/OUV),,,,,,,,,,,,,,Pliocene (Faunal evolution predating hominid occupation),Internal (DS/OUV),,,,,,,,,,,,,,Limestone quarry at Dart Pinnacle,Internal (DS/OUV),,South Africa,Internal (DS/OUV),,Local (natural settings and caves),Internal (DS/OUV),,,,,Natural caves and cave fillings preserving fossils,Internal (DS/OUV),,,,,,,,,,,,,,,,,Good,,,No,,,,Tier 9: Unflagged,
936,"Cueva de las Manos, Río Pinturas",Argentina,"Cave, Rock shelter; nan",Internal (DS/OUV),,"13,000–9,500 years ago; Artistic sequence from 10th millennium BP to AD 700.",Internal (DS/OUV),,Earliest South American hunter-gatherer groups / Ancestors of Tehuelche people,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,"Rock (Specifically mentioned as cave walls, rock shelters, and stable rock strata)",Internal (DS/OUV),,,,,Mineral Pigments,Internal (DS/OUV),,,,,,,,,,,,,,"Red, purple, white, yellow, black (Referencing the pigments)",Internal (DS/OUV),,,,,"Iron oxides, kaolin, natrojarosite, manganese oxide",Internal (DS/OUV),,,,,,,,,,,,,,Rock shelter screening / Cave structure,Internal (DS/OUV),,Natural canvas for rock art and stencilled outlines,Internal (DS/OUV),,,,,"Protected by very low humidity, no water infiltration, and stable rock strata.",Internal (DS/OUV),,,,,,,,Excellent,,,Yes,,,,Tier 9: Unflagged,
202,Ancient City of Sigiriya,Sri Lanka,rock art; nan,,,477–495,Internal (DS/OUV),,"NA (King Kassapa I is mentioned, but no specific civilization)",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,Granite,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),," Bricks, Plaster",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Used as a foundational peak (180m high) and for a gigantic lion structure (galleries/staircases emerging from mouth).,Internal (DS/OUV),,,,,Constructed of bricks and plaster,Internal (DS/OUV),,,,,,,,,,,,,,Yes,,,,Tier 9: Unflagged,
1145,Petroglyphs of the Archaeological Landscape of Tanbaly,Kazakhstan,"Petroglyphs, stone enclosures (boxes and cists), mounds (kurgans) of stone and earth, altars, tombs, gallery; nan",Internal (DS/OUV),,Second half of the second millennium BC to the early 20th century (Bronze Age to Early Iron Age and onwards),Internal (DS/OUV),,Pastoral peoples of the central Asian steppes,Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,"shale/slate (maybe) ""Shiny black stones"", bedrock, rock massifs",Internal (DS/OUV),,Metamorphic Rock,,,,,,,,,,,,,,,,,,"Shiny black, bluish black (Bronze/Early Iron Age carvings), light grey (latest carvings)",Internal (DS/OUV),,,,,,,,,,,,,,Local (in-situ natural landscape / unsheltered rock faces),Internal (DS/OUV),,,,,Stone enclosures with boxes and cists; mounds of stone and earth,Internal (DS/OUV),,Rock carvings (Petroglyphs) / Rock art,Internal (DS/OUV),,Picketing technique with stone or metal tools,Internal (DS/OUV),,Vulnerable to exfoliation due to water ingress and stratification of the bedrock parallel to the surface; exacerbated by extreme daily/seasonal temperature variations,Internal (DS/OUV),,,,,,,,Excellent,,,Yes,,,,Tier 9: Unflagged,
1740,Petroglyphs along the Bangucheon Stream,Republic of Korea,petroglyphs; nan,Internal (DS/OUV),,"5,000 BCE to the 9th century CE (Neolithic period through the Bronze Age and up to the Silla period)",Internal (DS/OUV),,Coastal inhabitants of the peninsula / East Asia (Silla period),Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rock panels used as canvases for dense concentrations of engraved images/petroglyphs,Internal (DS/OUV),,Carved and engraved using stone and metal tools,Internal (DS/OUV),,Environmental pressures (potential drying out of the Daegok-ri panel due to the Sayeon Dam),Internal (DS/OUV),,,,,Topographical transformations have been restored; active conservation projects by specialists,Internal (DS/OUV),,Excellent,,,No,,,,Tier 9: Unflagged,
866,Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,"Portugal,Spain",Open-air rock art ensemble,Internal (DS/OUV),,"Upper Palaeolithic to final Magdalenian/Epipalaeolithic (22,000 – 8,000 BCE)",Internal (DS/OUV),,Prehistoric / Palaeolithic,Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,"Rock (specifically described as ""rocky cliffs"" and ""rock surfaces"")",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portugal, Spain (In-situ location)",Internal (DS/OUV),,Local / In-situ,Internal (DS/OUV),,,,,Natural rock surfaces used as panels/canvas,Internal (DS/OUV),,Carved and engraved with thousands of animal figures,Internal (DS/OUV),,Rock engraving and carving,Internal (DS/OUV),,Fluvial erosion (noted as the process that originally carved the cliffs),Internal (DS/OUV),,,,,,,,Good,,,Yes,,,,,
1472,Rock Art in the Hail Region of Saudi Arabia,Saudi Arabia,Rock Art / Petroglyphs on natural rock face and rocky escarpment,Internal (DS/OUV),,"Almost 10,000 years of human history (mid-Holocene)",Internal (DS/OUV),,Ancestors of present-day Arabs / Past societies,Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,"NA (Only generic terms like ""rock face"", ""rocky escarpment"", and ""stone hammers"" are used)",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petroglyphs and inscriptions covering the rock face,Internal (DS/OUV),,Created using a range of techniques with simple stone hammers,Internal (DS/OUV),,,,,,,,,,,Good,,,Yes,,,,,
1183,Kondoa Rock-Art Sites,United Republic of Tanzania,"Natural rock shelters, overhanging slabs, caves, and overhanging cliff faces",Internal (DS/OUV),,Over at least two millennia (spanning several millennia),Internal (DS/OUV),,"Hunter-gatherer, pastoralist, and agro-pastoralist communities (including Maa-speaking and Sandawe peoples)",Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Only 'Sedimentary rocks' mentioned,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fractured geological formations provided necessary shelter,Internal (DS/OUV),,Vertical planes of overhanging slabs used for rock paintings,Internal (DS/OUV),,,,,"Vulnerable to the effects of sun, wind, and dust; potential soil erosion; exposure to animal fat and beer during local rituals",Internal (DS/OUV),,,,,Never restored or enhanced in any way,Internal (DS/OUV),,Good,,,Yes,,,,,
1743,Rock Paintings of Shulgan-Tash Cave,Russian Federation,"Karst massif / Cave system (features large halls, galleries, steep passages, interconnected siphons)",Internal (DS/OUV),,"Late Palaeolithic (created between 20,600 and 16,500 calibrated years BP; paintings are over 14,500 years old)",Internal (DS/OUV),,Upper Palaeolithic inhabitants / Prehistoric humans (Holds sacral importance for Indigenous Bashkir people),Internal (DS/OUV),,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,"Karst massif, Speleothems, Dripstones",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural karst massif providing deep chambers and halls,Internal (DS/OUV),,"Cave walls used as surfaces for extensive rock paintings (depicting fauna, anthropomorphic figures, and geometric patterns)",Internal (DS/OUV),,,,,"Vulnerable to condensation, cyclic CO2 fluctuations, impacts from visitor numbers, and past defacement by graffiti",Internal (DS/OUV),,,,,,,,Good,,,Yes,,,,,
85,Prehistoric Sites and Decorated Caves of the Vézère Valley,France,skipped,,,,,,,,,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
1076,Gobustan Rock Art Cultural Landscape,Azerbaijan,skipped; bvvhp,,,,,,,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
1508,Zuojiang Huashan Rock Art Cultural Landscape,China,skipped,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
