Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
1532,"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura",Cambodia,Pre-Angkorian / Chenla Period Khmer Architecture (including octagonal temples reflecting flying octagonal palaces / Vimana Trivishtapa); nan,Internal (DS/OUV),,Late 6th and early 7th centuries AD (with repairs/modifications from 7th to 11th century),Internal (DS/OUV),,Chenla Empire / Kingdom,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,"Sandstone, Fired Brick, Laterite",Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fired brick and/or laterite for enclosure walls, central towers, and surrounding structures",Internal (DS/OUV),,"Sandstone used for decorative details (lintels, pediments, colonnades, and sculptures)",Internal (DS/OUV),,Brick construction with sandstone detailing and sympathetic brickwork restoration using traditional techniques,Internal (DS/OUV),,"Degradation caused by ravages of time, vagaries of climate, forest encroachment, decay, and recent historical conflict/war zone",Internal (DS/OUV),,Sympathetic restoration to damaged brickwork using old/traditional bricks,Internal (DS/OUV),,"Reversible, minor reconstruction focused on ensuring structural stability without hypothetical reconstruction",Internal (DS/OUV),,Poor,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
659,Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,Ireland,skipped; but highly promising; nan,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,Tier 9: Unflagged,
276,Samarra Archaeological City,Iraq,skipped; but highly promising; nan,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,Tier 9: Unflagged,
183,Archaeological Site of Leptis Magna,Libya,"Architectural, Building, Monument, Monumental, Neo-Classical, Structure; nan",Internal (DS/OUV),,Phoenicians (7th century BCE); Roman Empire expansion; Severan emperors (3rd century CE),Internal (DS/OUV),,"Phoenician, Punic, Roman, Greek, Hellenistic",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Internal (DS/OUV),,Marble,Internal (DS/OUV),,,,,,,,,,,Marble,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Imported / Aegean influence (* Aegean craftsmanship noted on marble decorations *),Internal (DS/OUV),,,,,"Amphitheatre, Arch, Basilica, Bath, Capital, Gate, Pillar, Temple, Theatre",Internal (DS/OUV),,Marble decorations on pillars in the Severan Basilica and on the Arch of Severus,Internal (DS/OUV),,,,,Covered by wind-blown sand from interior (protected for 800 years); vegetal encroachment (needs monitoring),Internal (DS/OUV),,,,,"Consolidation, restoration, maintenance, and minor reconstruction carried out in the first half of the 20th century",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
1518,Archaeological Site of Ani,Türkiye,OUV Absent; nan,,,,,,,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,Tier 9: Unflagged,
825,Archaeological Area and the Patriarchal Basilica of Aquileia,Italy,skipped; promising; nan,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,Tier 9: Unflagged,
939,Archaeological Monuments Zone of Xochicalco,Mexico,Skipped; promised; nan,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,Tier 9: Unflagged,
836,Archaeological Site of Volubilis,Morocco,"Fortified municipium, urban hypodamian system, terraced plan; nan",Internal (DS/OUV),,3rd century B.C. to Islamic period (10 centuries of occupation); Rampart built in 168–169 AD,Internal (DS/OUV),,"Libyco-Berber, Mauritanian, Roman, Christian, Arab-Islamic (Idrisid)",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Marble,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ramparts, buildings, triumphal arch, tombs",Internal (DS/OUV),,"Statuary (marble and bronze), mosaics, capitals",Internal (DS/OUV),,,,,Damage by north wind (fragile marble sculptures affected),Internal (DS/OUV),,Damage by north wind (fragile marble sculptures affected),Internal (DS/OUV),,Long-term conservation and restoration programmes under Ministry of Culture Action Plan,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
664,Archaeological Ensemble of Mérida,Spain,"Classical, Roman, Visigoth, Paleo-Christian, Muslim, Romanesque, Gothic, Baroque; nan",Internal (DS/OUV),,"Founded 25 B.C.; modified across Visigoth, Muslim, Medieval, 17th Century, and 20th Century eras",Internal (DS/OUV),,"Roman, Suebi, Visigoth, Muslim (Al-Andalus)",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,Marble,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,,,,Roman Marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bridges, aqueducts, amphitheatre, theatre, temples, fortress, arch, dams, sewers, walls",Internal (DS/OUV),,"Obelisk of Santa Eulalia, small temple, altars",Internal (DS/OUV),,"Anastylosis (reconstruction of stage front), consolidation",Internal (DS/OUV),,,,,,,,Anastylosis criteria used for theatre stage front; consolidation works performed; block stands and vaults of Amphitheatre restored,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
322,Ruins of the Buddhist Vihara at Paharpur,Bangladesh,skipped; bhp,,,,,,,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,bhp,bhp,Tier 7: High Probability Local Stone / Masonry (High Potential),
1402,Al Zubarah Archaeological Site,Qatar,skipped; bp,,,,,,,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,bp,bp,Tier 8: Moderate Probability Stone Fabric (Possible),
